-1.488525,-1.321935
-0.503312,-0.411396
-1.373737,-1.318720
-0.033691,-0.193207
0.022775,-0.120486
-1.472407,-1.278915
-0.432686,-0.480008
-1.021330,-0.680810
-0.387194,-0.565337
-0.737745,-0.552056
-1.306169,-1.212557
-0.760871,-0.415595
-1.127102,-0.788113
-0.772681,-0.619321
-0.062350,-0.143495
-0.318479,-0.273856
-0.537807,-0.230272
-0.674798,-0.533729
-1.002105,-0.610378
-0.878208,-0.929161
-0.764814,-0.799826
-0.383650,-0.180630
-0.445624,-0.309017
-0.535003,-0.295843
-0.475615,-0.491076
-0.732914,-0.682271
-1.169387,-0.846622
-0.908366,-0.955449
-0.841428,-0.459605
-1.185221,-0.874423
-0.142446,-0.296957
-1.179016,-1.239634
-0.600413,-0.404577
-1.394199,-1.154318
-0.245095,-0.112395
-0.412144,-0.193344
-1.430898,-1.079467
-0.717332,-0.405253
-0.155965,-0.140831
-1.475164,-1.088943
-1.157960,-1.046927
-0.909715,-0.673812
-1.211170,-0.936841
-1.223577,-1.264314
-0.072987,0.024753
-1.123506,-0.823514
-1.564342,-1.060450
-0.813706,-0.648215
-0.408146,-0.555925
-1.273468,-1.158185
-0.286254,-0.265588
-0.298874,-0.172762
-0.191400,0.072529
-0.411887,-0.209207
-1.116748,-0.769339
-1.578580,-1.121268
-0.567035,-0.288783
-0.377572,-0.436790
-0.342932,-0.509186
-1.237841,-1.076186
-0.360802,-0.550119
-0.053418,-0.076354
-0.867498,-0.739682
-0.777592,-0.660140
-0.661028,-0.659040
0.127145,-0.151525
-1.385024,-1.040795
-0.476478,-0.505606
-0.339614,-0.310897
-0.868859,-0.878075
-1.148055,-0.778700
-0.756922,-0.700331
-0.719556,-0.355932
-0.972322,-0.832559
-0.285747,-0.235077
-0.348615,-0.144597
-0.316749,-0.104787
-0.455515,-0.219443
-0.793455,-0.890151
-0.427393,-0.392973
0.035910,-0.151697
-0.935022,-0.845897
-0.578982,-0.679033
-0.920291,-0.583421
-0.687867,-0.409254
-1.165957,-1.099625
-1.376382,-1.268895
-1.207718,-1.080970
-1.104317,-1.048626
-0.843121,-0.862077
-0.396422,-0.352097
-0.252897,0.005804
-1.375135,-1.114809
-1.390554,-0.940861
-1.123138,-0.746167
-0.626129,-0.747304
-0.175997,0.038615
-0.203627,-0.255159
-0.406330,-0.324731
-0.508997,-0.560194
-1.102983,-1.159117
-1.114693,-0.678445
-1.517235,-1.132148
-0.080479,-0.028547
-0.967735,-0.869140
0.078559,-0.140294
-0.965926,-1.042424
-0.319045,-0.055380
-1.031229,-1.089058
-0.248311,0.031452
-0.997549,-0.926952
-0.890820,-0.758558
-0.836909,-0.745022
-1.346614,-1.273257
-1.564737,-1.106651
-0.359367,-0.194012
-0.870346,-0.658501
-1.303544,-0.857869
0.013929,-0.047714
-0.105630,-0.294161
-0.630441,-0.664378
-1.452569,-1.162541
-1.101897,-0.958167
-0.917463,-0.555677
-0.372825,-0.302432
-1.541553,-1.243182
-1.423737,-1.134674
-0.046516,-0.146809
-1.219800,-0.802098
-1.283934,-0.865682
-0.202295,0.054399
-0.631984,-0.538082
-1.102432,-0.910858
-0.354099,-0.371420
-1.107841,-1.028869
-1.350966,-1.050270
-0.520261,-0.577885
-1.297693,-0.958184
-0.279094,-0.009648
-0.505612,-0.346426
-0.738196,-0.847105
-1.497878,-1.015201
-1.335803,-1.037225
-0.658611,-0.490791
-0.936009,-0.829162
-0.919242,-0.958046
-0.617626,-0.664093
-1.132152,-0.953226
-1.034385,-0.945281
-1.331753,-1.119838
-1.305110,-1.307163
-1.185169,-0.796699
-0.408057,-0.104872
-0.621638,-0.441511
-0.197802,-0.277657
-0.929440,-0.774763
-0.549516,-0.496348
-0.716554,-0.390623
-0.282701,-0.020906
-1.225879,-1.277128
-0.317370,-0.166276
-0.626954,-0.761877
-1.060292,-0.805506
-1.059857,-0.666009
-0.808713,-0.825296
-1.025529,-0.629134
-0.769166,-0.436824
-0.852122,-0.509090
-0.075795,-0.220816
-0.223076,-0.014178
-0.530295,-0.457025
-0.238606,-0.104571
-0.222726,0.016518
-0.102498,-0.329008
-0.073918,0.010306
-0.451516,-0.130865
-0.493889,-0.267054
-0.331175,-0.336511
-1.125867,-0.991830
-1.466305,-1.301745
-1.139432,-1.209022
-0.721297,-0.618329
-1.560122,-1.158823
-0.289102,-0.028836
-0.648051,-0.332247
-1.561016,-1.126643
-0.508801,-0.529312
-1.318626,-0.886567
-1.227816,-1.119248
-0.742829,-0.748241
-1.428381,-1.362498
-0.374092,-0.332037
-1.280298,-1.010030
-1.356413,-0.997106
-0.681715,-0.494372
-1.327815,-0.860058
-0.047881,0.041506
-0.884730,-0.516900
-0.705018,-0.824417
-0.735634,-0.507900
-1.275775,0.040285
-3.549953,2.727056
-2.740190,2.166391
-0.767936,0.257547
1.098882,-2.209715
-3.630833,2.933325
1.403775,-1.496987
